price,address,city,state,zipcode,beds,baths,floor_size,year_built,Property_Type,HOA,Lot,PricePerSqFt,Description,remodel_year,Schools,No. of Nearby Schools
650000,"118 Crescent Dr,", Vacaville,CA,95688,5.0,3,"2,714",2015,Single Family,$53/month,"4,791 sqft",$239,"As a former model home, this stunning 5 bedroom North Village residence offers $120,000 in fabulous upgrades! Incredible floorplan presents open living space as the kitchen opens to the family room. Home offers a downstairs bedroom and full bathroom, upstairs laundry room and loft. Upgrades include gorgeous engineered hardwood and tile flooring, crown molding, plantation shutters, recessed lighting throughout and a gas fireplace. Kitchen showcases marble countertops, detailed backsplash, an island, gas cooktop, stainless steel appliances, pantry and breakfast area. Spacious master bedroom offers a customized look with a tray ceiling and contemporary bathroom with a walk-in closet, soaking tub, large shower with glass door and dual sinks. Property presents modern, low maintenance landscaping and stunning curb appeal.Read more",None,"'Edwin Markham Elementary School', 'Willis Jepson Middle School', 'Vacaville High School'",3
455000,"372 Markham Ave,", Vacaville,CA,95688,4.0,3,"1,778",1961,Single Family,None,"6,969 sqft",$256,"Inspection Reports Available, Spacious, Clean, Comfortable and ready to be loved. This home brings the best of Vacaville living, featuring a modern Kitchen & Bathrooms with jetted tubs. Two bedrooms feature private baths. Fresh Paint and ceiling fans. Enclosed private back yard features covered patio, deck, shed, and play structure. New Roof and HVAC System have transferable 10 year installer warranties. New Driveway, Patio Cover Roof, bathRead more",None,"'Edwin Markham Elementary School', 'Willis Jepson Middle School', 'Vacaville High School'",3
660000,"524 Canyon Oak Dr,", Vacaville,CA,95688,5.0,None,"2,938",1994,Single Family,None,"9,147 sqft",$225,"Welcome home to this luxurious 5 Bedroom/3 Bath home in a quiet neighborhood nestled up against the hillside. New computerized refrigerator in kitchen, you can call your fridge and it will tell you what's for dinner. Newer Sink and Range in kitchen. Two bedrooms downstairs, one full bath downstairs. Second downstairs bedroom is over-sized & has it's own entrance. Perfect for In-Laws or a Tenant. You will have a true Master Suite in your new home complete with Sitting room and Fireplace, a Spa tub with separate shower and two separate closets. In the Back Yard is the She/He Shed of your dreams approx 12'X 14' completely finished, including A/C. Large backyard to enjoy all the entertaining you would ever want. Great patio cover and many zones to set up for large groups or small.Keeping things simple? Set up a large swing or hammock and enjoy the breeze in the trees on a quiet summer evening.Read more",None,"'Browns Valley Elementary School', 'Willis Jepson Middle School', 'Vacaville High School'",3
969000,"7487 Dry Creek Trl,", Vacaville,CA,95688,4.0,3,"2,650",1985,Single Family,None,5 acres,$366,"Country home in beautiful English Hills. Open beam great room with acacia hardwood floors and large stone hearth with New England soap stone woodstove. Remodeled large Cooks kitchen with granite counters, center island and oak hardwood floor, Stainless steel appliances with two large pantries and amazing views. Master bedroom has a remodeled bath with custom shower, walk-in closet and new carpet. Three remaining large bedrooms with wood laminate flooring and new carpet. Connecting bath has a tub/shower with the 3rd bathroom having a beautiful claw foot tub. There are Andersen windows throughout the home. Large decks in both front and back with beautiful in ground pool in a very private back yard, complete fencing and landscaping. Many trees for wonderful shade. This property is complete with an oversized 3 car garage and a lifetime tile roof. Horse barn has 2 stalls with extra large white vinyl fenced paddocks and a 3rd paddock has a extra large enclosed run-in shed. Two very large pastures with premium fencing and gates, large tack room, 20 x 25 hay barn/shop, horse setup is completed with a 60 x 120 riding arena, plus a large garden area with raised beds. Circular concrete driveway, property backs to open grassland and hills with incredible views. Many large heritage oak trees with complete privacy on all sides of the property.Read more",None,"'Browns Valley Elementary School', 'Willis Jepson Middle School', 'Vacaville High School'",3
410000,"470 Cottonwood St,", Vacaville,CA,95688,3.0,2,"1,142",1956,Single Family,None,"5,662 sqft",$359,None,None,"'Hemlock Elementary School', 'Willis Jepson Middle School', 'Vacaville High School'",3
699900,"461 Gatehouse Dr,", Vacaville,CA,95687,4.0,3,"4,029",2001,Single Family,None,"10,018 sqft",$174,"Pristine and a must see! Over 4,000 sqft to explore you will enjoy 2 family rooms along with a formal living room, Chefs kitchen, master bedroom with Suite and so much more. Custom touches throughout the home give it charm and character that must be seen to be appreciated. The mega loft lends itself to so many possibilities and with a landscaped backyard ready for entertaining, it's the perfect home to kick off summer with a bang!Read more",None,"'Cooper Elementary School', 'Vaca Pena Middle School', 'Will C. Wood High School'",3
1150000,"3977 Solar Hills Dr,", Vacaville,CA,95688,4.0,5,"4,560",1986,Single Family,None,2.33 acres,$252,None,None,"'Orchard Elementary School', 'Willis Jepson Middle School', 'Vacaville High School'",3
437000,"349 Madison Ave,", Vacaville,CA,95687,3.0,None,"1,382",1987,Single Family,None,"6,098 sqft",$316,"Hello Gorgeous! Looking for a move-in ready single story in the desirable Travis school district? Look no further! New flooring and interior paint throughout. Large backyard with a shed, and possible RV parking. Short walk to Foxboro school. Close to shopping and perfect location for Travis AFB commute.Read more",None,"'Foxboro Elementary School', 'Golden West Middle School', 'Vanden High School'",3
1795000,"3901 Serenity Hills Rd,", Vacaville,CA,95688,3.0,4,"3,965",1998,Single Family,None,14.6 acres,$453,"Welcome to Hollywood living at it's finest here in Vacaville! This gem will wow you with it's unobstructed views and incandescent decor. This super private home features a gated entrance, concrete drive and 4 car garage! Share a beautiful candlelit dinner from the back patio, while enjoying spectacular 360 degree views. Cooking in your kitchen is easy with double ovens, and gas stove top with granite countertops! The sleek concrete floors are heated by radiant heating throughout the house and garage! With thoughtfully included features this house shines with it's incredible master suite! Take a private bath, with gorgeous views of the lower valley, with a romantic fire crackling, his and her vanities complete the bathroom! Stand in awe at the incredible amount of storage in the master walk in closet, with it's built-in shelving! Home has whole house vacuum, built in sprinklers for fire protection, and a new elastomeric roof beautifully painted domes, coffered ceilings and nat. lightRead more",None,"'Orchard Elementary School', 'Willis Jepson Middle School', 'Vacaville High School'",3
499999,"811 Embassy Cir,", Vacaville,CA,95688,4.0,3,"2,408",2011,Single Family,$72/month,"4,791 sqft",$208,"Welcome home! You don't want to miss out on this stunning home with many upgrades. With an open floor plan the home has beautiful hardwood flooring downstairs and carpeting upstairs with upgraded padding to name a few. The bonus room upstairs is great for an office, game room or many other options. Backyard has a stamped concrete patio to grill outdoors on or just relax. As a bonus the interior of the home has been freshly painted. Located in North Vacaville the home is near the Kaiser Medical Facility. It also has easy access to I80 East and West as well as I505 North.The private neighborhood park just down the street makes this a dream come true. Don't miss out on this opportunity to be a home owner!Read more",None,"'Edwin Markham Elementary School', 'Willis Jepson Middle School', 'Vacaville High School'",3
480000,"664 Sweet Bay Cir,", Vacaville,CA,95687,2.0,2,"1,659",2006,Single Family,$140/month,"5,227 sqft",$289,"A must see in desirable Maplewood! Active adult community 55 +, with Club House. Beautiful single level 2 bd/ 2 ba + den home built by Rivendale Homes. Swimming pool, Bocce Ball, beautiful club house. Total of 84 homes in the subdivision.Read more",None,"'Jean Callison Elementary School', 'Vaca Pena Middle School', 'Will C. Wood High School'",3
750000,"2778 Mix Canyon Rd,", Vacaville,CA,95688,3.0,2,"1,600",None,Single Family,None,234 acres,$469,"234 acres of pure privacy for your hunting, hiking, recreation and relaxation. Views from every window of the house. Year round spring flows through beautiful moss covered streams. The land is hilly to steep with riding trails throughout. Seems so far away but only 10 miles to downtown Vacaville. The views are spectacular from the house and throughout the property. There are about 30 Fuyu Persimmon trees and other apple and pear trees. Some of the oldest producing tree in the area. Water is from a spring that gushes water year round. The house has 3 bedrooms and there is a greenhouse, chicken coup and workshop. There is lots of wildlife including many deer. Total of 234 acres. APN:0102-160-010 (154 Acres), 0102-150-010 (43 Acres), 0102-150-100 (37 Acres).Read more",None,"'Orchard Elementary School', 'Willis Jepson Middle School', 'Vacaville High School'",3
1449999,"7052 Pleasants Valley Rd,", Vacaville,CA,95688,4.0,3,"2,524",1952,Single Family,None,15.33 acres,$574,"Beautiful Creek side setting in Pleasants Valley. Charming adobe home with covered porch sitting on a amazing creek peninsula lot. Downstairs master suite. Wonderful kitchen with granite slab counters and ample storage. 2 bedrooms upstairs with a walk-in attic. Wonderful storage outside with walk-in cold storage. 2 SID turn outs for water makes this a very desirable property. Great history with this property, check out the picture in the entry from when the property was a working farm. House is a adobe built home that keeps the property very cool during the summer but also has a amazing whole house fan that can cool the house off quick during hot summer months. Property is in the Williamson Act for lower taxes.Read more",None,"'Orchard Elementary School', 'Willis Jepson Middle School', 'Vacaville High School'",3
374900,"842 Studding Sail St,", Vacaville,CA,95687,3.0,None,960,1974,Single Family,None,"6,825 sqft",$391,Cute 3 bdrm home. No rear neighbors. RV parking.Read more,None,"'Eugene Padan Elementary School', 'Vaca Pena Middle School', 'Will C. Wood High School'",3
279000,"745 Beelard Dr,", Vacaville,CA,95687,2.0,2,"1,044",1978,Condo,$365/month,None,$267,None,None,"'Eugene Padan Elementary School', 'Vaca Pena Middle School', 'Will C. Wood High School'",3
389000,"309 Cottonwood St,", Vacaville,CA,95688,3.0,1,"1,147",1952,Single Family,None,"4,791 sqft",$339,None,None,"'Hemlock Elementary School', 'Willis Jepson Middle School', 'Vacaville High School'",3
855000,"801 Elderberry Loop,", Vacaville,CA,95688,4.0,3,"2,825",2016,Single Family,$88/month,"10,018 sqft",$303,None,None,"'Browns Valley Elementary School', 'Willis Jepson Middle School', 'Vacaville High School'",3
485000,"1118 Burton Dr,", Vacaville,CA,95687,3.0,2,"1,813",2000,Single Family,None,"6,969 sqft",$268,"Price Reduced!! This home features an amazing open floor plan with cathedral ceilings and plenty of windows to bring in the light. A large kitchen/breakfast room, a great room with a fireplace, carpet, flooring and kitchen appliances less than 2 years old. Huge master suite with walk-in closet and jetted tub. Two spare bedrooms for guests or office/hobby space. A laundry room and attached 2-car garage, a covered patio and landscaped backyard complete the package. Crestgate Cove features a gated driveway shared by 4 homes for mature adults. Any age can buy, but residents must be at least 55 years of age.Read more",None,"'Cooper Elementary School', 'Vaca Pena Middle School', 'Will C. Wood High School'",3
