address,city,state,zipcode,Jan 2010,Feb 2010,Mar 2010,Apr 2010,May 2010,Jun 2010,Jul 2010,Aug 2010,Sep 2010,Oct 2010,Nov 2010,Dec 2010,Jan 2011,Feb 2011,Mar 2011,Apr 2011,May 2011,Jun 2011,Jul 2011,Aug 2011,Sep 2011,Oct 2011,Nov 2011,Dec 2011,Jan 2012,Feb 2012,Mar 2012,Apr 2012,May 2012,Jun 2012,Jul 2012,Aug 2012,Sep 2012,Oct 2012,Nov 2012,Dec 2012,Jan 2013,Feb 2013,Mar 2013,Apr 2013,May 2013,Jun 2013,Jul 2013,Aug 2013,Sep 2013,Oct 2013,Nov 2013,Dec 2013,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Aug 2015,Sep 2015,Oct 2015,Nov 2015,Dec 2015,Jan 2016,Feb 2016,Mar 2016,Apr 2016,May 2016,Jun 2016,Jul 2016,Aug 2016,Sep 2016,Oct 2016,Nov 2016,Dec 2016,Jan 2017,Feb 2017,Mar 2017,Apr 2017,May 2017,Jun 2017,Jul 2017,Aug 2017,Sep 2017,Oct 2017,Nov 2017,Dec 2017,Jan 2018,Feb 2018,Mar 2018,Apr 2018,May 2018,Jun 2018,Jul 2018,Aug 2018,Sep 2018,Oct 2018,Nov 2018,Dec 2018,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019,Aug 2019,Sep 2019,Oct 2019,Nov 2019,Dec 2019,Jan 2020,Feb 2020,Mar 2020,Apr 2020,May 2020,Jun 2020,Jul 2020,Aug 2020,Sep 2020,Oct 2020,Nov 2020,Dec 2020,Jan 2021,Feb 2021,Mar 2021,Apr 2021,May 2021,Jun 2021,Jul 2021,Aug 2021,Sep 2021,Oct 2021,Nov 2021,Dec 2021,Today,Jul 2008,Sep 2008,Oct 2008,Nov 2008,Dec 2008,Jan 2009,Feb 2009,Mar 2009,Apr 2009,Jun 2009,Jul 2009,Aug 2009,Sep 2009,Oct 2009,Nov 2009,Dec 2009
"2405 Alvarado Dr,",Santa Clara,CA,95051,None,None,None,None,None,$567.3K,$567.3K,$546K,$552.3K,$565.2K,$562.6K,$550.5K,$555.7K,$555K,$540.4K,$544K,$552.7K,$546.7K,$542K,$546.8K,$518.1K,$498.1K,$516.2K,$505.3K,$510.1K,$525.5K,$525.5K,$538K,$560.8K,$580K,$579K,$596.3K,$596.1K,$595.9K,$621.3K,$679.3K,$704.6K,$705K,$715K,$732.6K,$741.1K,$743K,$743.1K,$731.9K,$739.8K,$739.8K,$761.7K,$758.1K,$780.9K,$799.7K,$820.2K,$826.5K,$837.5K,$796.8K,$788.1K,$795.1K,$827.4K,$828.1K,$846.3K,$827.2K,$836.9K,$857.4K,$878K,$883.8K,$911K,$914.4K,$914.4K,$951.3K,$950.2K,$979.1K,$1M,$1M,$1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1M,$1M,$1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.2M,$1.2M,$1.2M,$1.2M,$1.3M,$1.3M,$1.4M,$1.4M,$1.4M,$1.5M,$1.5M,$1.6M,$1.6M,$1.6M,$1.6M,$1.5M,$1.5M,$1.5M,$1.5M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,None,None,$1.4M,None,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,None,$1.4M,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"150 Saratoga Ave UNIT 318,",Santa Clara,CA,95051,None,None,None,None,None,$216.2K,$216.2K,$204.6K,$210.6K,$201.7K,$191.1K,$177.3K,$176.3K,$180.3K,$182.8K,$159.4K,$152.8K,$146K,$147.6K,$145.2K,$138.2K,$140.1K,$139.8K,$137.1K,$141.3K,$152.5K,$152.5K,$158.4K,$159.6K,$157.7K,$161.1K,$164.2K,$173K,$170.7K,$180.2K,$192.1K,$201.1K,$200.6K,$209.2K,$215.8K,$231.4K,$240.9K,$256K,$263.8K,$275.7K,$275.7K,$298.5K,$292.2K,$292.8K,$305.9K,$305.9K,$311.1K,$310.2K,$304.4K,$305K,$324.2K,$327.1K,$329.3K,$320.9K,$328.7K,$333.3K,$325.7K,$331.2K,$334.7K,$365.5K,$371.9K,$371.9K,$368.8K,$362.9K,$368K,$384.7K,$389.7K,None,None,$391.1K,None,None,$333.1K,$333K,$334.9K,$331.2K,$339.1K,$339K,$344K,$344K,$348K,$353.4K,$348.9K,$354.6K,$355.8K,$360K,$365.9K,$369K,$380.3K,$398.2K,$408.1K,None,None,None,$417.5K,None,None,$446K,$439.2K,$429.6K,$429.6K,$431.4K,$423.8K,$410.5K,$405.2K,$405.5K,$418.3K,$464.1K,$499.7K,$508K,$566.3K,$590.1K,$579.6K,$579.3K,$585.1K,None,$597.4K,None,$614.2K,$614.2K,$612.8K,$611.5K,$610.2K,$608.9K,$607.6K,$606.4K,$605.2K,$604.2K,None,$603.6K,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"3901 Lick Mill Blvd APT 154,",Santa Clara,CA,95054,None,None,None,None,None,$409.7K,$409.7K,$417.6K,$417.6K,$411.8K,$407.1K,$395.3K,$387K,$384.6K,$386.8K,$387K,$380.4K,$397.1K,$401K,$397.3K,$390.3K,$386.1K,$396.2K,$391.7K,$386.8K,$400K,$400K,$402.8K,$408.4K,$421.6K,$429K,$436.6K,$426.7K,$435.3K,$443.7K,$468.5K,$467.4K,$463.8K,$476.5K,$493.4K,$499.6K,$539.8K,$550.9K,$585.3K,$581.9K,$581.9K,$582.5K,$567.8K,$584.2K,$605.9K,$613.3K,$602.1K,$596.7K,$591.3K,$602.7K,$594.2K,$597.2K,$603.1K,$610K,$623.3K,$633.8K,$636.5K,$653.2K,$649K,$680.6K,$676.1K,$676.1K,$671.3K,$705.9K,$724.9K,$729.6K,$740.3K,$760.8K,$774.2K,$776.5K,$802.5K,$774.7K,$787.7K,$808.5K,$807.3K,$802.4K,$810.8K,$804.7K,$812.5K,$812.5K,$815.4K,$835.3K,$827.3K,$843.1K,$839.9K,$845.8K,$838.6K,None,None,$856.7K,$948.8K,None,None,$989.2K,$980.5K,$1M,$1M,$1M,$1M,$990.7K,$990.7K,$996.9K,$995.6K,$1M,$990.4K,$990.9K,$962.7K,$965K,$994.3K,$968.9K,$897.2K,$906.1K,$915.3K,$915.5K,$941K,$936.6K,$877.1K,None,$878.3K,$878.3K,$876.4K,$874.5K,$872.6K,$870.8K,$868.9K,$867.1K,$865.3K,$863.9K,None,$862.8K,None,None,None,None,None,None,None,None,None,$880.3K,,,,,,,,,,,,,,,,
"671 Park Ct,",Santa Clara,CA,95050,None,None,None,None,None,$519.2K,$519.2K,$513.1K,$491.2K,$484.9K,$492.8K,$490.9K,$470K,$469.4K,$455.6K,$437.4K,$445.6K,$433.5K,$424.1K,$427.1K,$436.8K,$425.9K,$435.3K,$428.4K,$424.7K,$442.5K,$442.5K,$439K,$469K,$465.4K,$449.9K,$457.8K,$460.4K,$482.5K,$480.1K,$502.3K,$521.6K,$539.3K,$528.3K,$537K,$546.8K,$539.1K,$549.7K,$573.3K,$579K,$579K,$574.5K,$566.9K,$615.7K,$608.6K,$635.7K,$634.6K,$630.4K,$647K,$656.4K,$648.5K,$655.4K,$634.8K,$653.4K,$623.4K,$637.7K,$645K,$669.3K,$667.3K,$697.5K,$685.8K,$685.8K,$676.1K,$700.6K,$709.8K,$733.7K,$739K,$744.9K,$781.8K,$790.3K,$806.2K,$780.3K,$763K,$778.5K,$781.8K,$773.3K,$771.9K,$759K,$758.1K,$758.1K,$733.4K,$765.1K,$780.3K,None,None,$800.9K,None,None,$727.8K,$741.3K,$760.3K,$777.4K,$798.6K,$814.1K,$804.5K,$831.1K,$839.2K,$833.4K,$817.4K,$804.2K,$804.2K,$804K,$788.6K,$764.5K,$753.9K,$754.9K,$744.5K,$754K,$744.2K,$725.9K,$730.8K,$742.4K,$737.4K,$743.6K,$748.7K,None,$778K,None,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,None,$1.6M,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"2901 Salem Dr,",Santa Clara,CA,95051,None,None,None,None,None,$556.8K,$556.8K,$540.1K,$550K,$551.5K,$557.9K,$545K,$544.3K,$534.7K,$518K,$516.9K,$502.5K,$524.7K,$516.3K,$511.4K,$504.2K,$502.4K,$506.2K,$498.8K,$497.3K,$525.8K,$525.8K,$530.2K,$538.1K,$559.3K,$566.4K,$571.3K,$580.1K,$571.3K,$574.8K,$619.7K,$637.5K,$641.4K,$663.9K,$673.7K,$679K,$684.3K,$683.6K,$711K,$701.2K,$701.2K,$701.3K,$693.9K,$728.7K,$739.6K,$749.1K,$753.8K,$732.3K,$725.7K,$705K,$718.5K,$739.1K,$730.7K,$757.7K,$749.5K,$735.8K,$738.5K,$756.5K,$777.2K,$790.1K,$772.5K,$772.5K,$763.7K,$776.9K,$787.5K,$794.3K,$798.5K,$804.4K,$851.9K,$848.9K,$928.9K,$921.4K,$949.6K,$953.2K,$931K,$911.2K,$933.4K,$932K,$938.2K,$938.2K,$956.4K,$996.7K,$982.1K,$986.3K,$929.8K,$920.4K,$931.1K,$967.9K,$1M,$1M,$1.1M,$1.1M,$1.2M,$1.3M,$1.3M,$1.3M,$1.3M,$1.4M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.2M,$1.2M,$1.2M,$1.2M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,None,$1.1M,None,$1.3M,$1.3M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,None,$1.2M,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"1346 Monroe St,",Santa Clara,CA,95050,None,None,None,None,None,$701K,$701K,$675.9K,$677.4K,$678.9K,$680.9K,$680.9K,$659.6K,$645.6K,$634.2K,$634.5K,$614.9K,$620.6K,$617.3K,$622.3K,$654.9K,$639.6K,$629.5K,$620.4K,$619.3K,$639.7K,$639.7K,$635.5K,$640.3K,$658.2K,$675.1K,$667.4K,$687.3K,$701.7K,$705.2K,$745.6K,$761.8K,$762.4K,$790.9K,$805.3K,$803.5K,$800.7K,$803.4K,$836.7K,$836.1K,$836.1K,$842.5K,$836.3K,$831.1K,$842.7K,$862K,$875.4K,$858K,$859.8K,$855K,$853.8K,$860.9K,$870.8K,$872K,$895.7K,$921.3K,$925.4K,$953.5K,$936K,$979.5K,$973K,$973K,$985.9K,$998.5K,$1M,$1M,$1M,$1M,$981.5K,$1M,$1.1M,$1.1M,$1.1M,None,None,$1.1M,None,None,None,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.2M,$1.2M,$1.2M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.4M,$1.4M,$1.4M,$1.4M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.2M,$1.2M,$1.3M,$1.2M,$1.2M,$1.2M,$1.2M,$1.3M,$1.4M,None,$1.4M,None,None,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,None,$1.4M,None,None,None,None,None,None,None,None,None,$1.4M,,,,,,,,,,,,,,,,
"1234 Crowley Ave,",Santa Clara,CA,95051,None,None,None,None,None,$615.8K,$615.8K,$616.2K,$624K,$623.8K,$609.3K,$596.7K,$594.5K,$598.5K,$581.4K,$585.5K,$558K,$598.5K,$580.8K,$571.4K,$566.3K,$553.3K,$577.6K,$558.3K,$562.6K,$619.3K,$619.3K,$634.6K,$652.7K,$675.2K,$690.1K,$693K,$690.5K,$692.1K,$702.8K,$718.7K,$739.9K,$747.5K,$795K,$802.1K,$791K,$789.2K,$778.9K,$760.5K,$762K,$762K,$773.9K,$775K,$787.6K,$816.6K,$835.8K,$828K,$833.3K,$830.2K,$835.9K,$850.8K,$842.8K,$858.3K,$859.4K,$872.6K,$879.9K,$881.5K,$902.4K,$926.6K,$950.8K,$972.2K,$972.2K,$1M,$1.1M,$1.1M,$1M,$1M,$1.1M,$1M,$1M,$1.1M,$1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.3M,$1.2M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.4M,$1.4M,$1.4M,$1.5M,$1.5M,$1.6M,$1.6M,$1.6M,$1.6M,$1.5M,$1.5M,$1.5M,$1.5M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.3M,None,None,$1.4M,None,$1.4M,$1.4M,$1.5M,None,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,None,$1.6M,None,None,None,None,None,None,None,None,None,$1.5M,,,,,,,,,,,,,,,,
"2319 Monroe St APT 1,",Santa Clara,CA,95050,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"2907 Corvin Dr # 131,",Santa Clara,CA,95051,None,None,None,None,None,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,None,None,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,
"4644 Fuller St,",Santa Clara,CA,95054,None,None,None,None,None,None,$508K,None,None,None,$504.7K,$496.8K,$507K,$502.7K,$486.7K,$491.1K,$482.7K,$489K,$498.2K,$492K,$478.5K,$465.4K,$475.7K,$470.9K,$464.1K,$490.8K,$490.8K,$490K,$500.8K,$503.8K,$506.7K,$512.5K,$525.5K,$552.4K,$550.6K,$574.4K,$586.3K,$593.3K,$604.7K,$625.6K,$628.6K,$629.4K,$639.5K,$604.9K,$613.8K,$613.8K,$623.1K,$619.3K,$627.1K,$697.2K,$723.2K,$740.7K,$733.8K,$721K,$716.7K,$747.1K,$755.6K,$763.2K,$755.3K,$768.5K,$796.3K,$777.3K,$799K,$809.9K,$836.5K,$824.7K,$824.7K,$821.5K,$832.1K,$820.1K,$811.4K,$817.5K,$819.9K,$831.4K,$851.2K,$944.8K,$946.4K,$958.7K,$943.1K,$946.9K,$927.4K,$959.5K,$915K,$971.2K,$971.2K,$951.3K,$970.4K,$997.3K,$952.8K,$927.7K,$917K,$946.1K,$1M,$1.1M,$1.1M,$1.2M,$1.2M,$1.2M,$1.3M,$1.3M,$1.3M,$1.4M,$1.4M,$1.4M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.2M,$1.2M,$1.2M,$1.3M,$1.2M,$1.2M,$1.1M,$1.2M,$1.2M,$1.1M,$1.1M,$1.1M,$1.2M,None,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,None,$1.2M,None,None,None,None,None,None,None,None,None,$1.2M,,,,,,,,,,,,,,,,
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"3481 Toomey,",Santa Clara,CA,95051,None,None,None,None,None,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,None,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"1977 Hillebrant Pl,",Santa Clara,CA,95050,None,None,None,None,None,$556.8K,$556.8K,$569.4K,$574.5K,$576.5K,$577.5K,$578.5K,$574.1K,$568.7K,$566.8K,$561.1K,$562.7K,$573.6K,$567.7K,$559.5K,$552.3K,$550.2K,$553.1K,$581.5K,$573.2K,$581K,$581K,$579.6K,$579.6K,$579.1K,None,None,None,$576.5K,None,$629.6K,$648.4K,$653.5K,$662.1K,$671.5K,$689.7K,$698.6K,$691.4K,$713.7K,$714.2K,$714.2K,$720.1K,$699.5K,$727.4K,$742.9K,$757.4K,$756.1K,$754.6K,$737.9K,$734.2K,$749.3K,$768.2K,$782.3K,$787.8K,$790.6K,$797.3K,$803.8K,$829.4K,$807.2K,$855.3K,$844.1K,$844.1K,$835.9K,None,None,$857.6K,None,None,None,$911.3K,$932.8K,$884.5K,$907.4K,$906.6K,$917K,$909.4K,$923.2K,$922.7K,None,$934.1K,None,None,$955.2K,$964.7K,$969.6K,$977K,$993.4K,$1M,$1M,$1.1M,$1.1M,$1.1M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.2M,$1.2M,$1.2M,$1.2M,$1.3M,$1.3M,$1.3M,$1.3M,None,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,None,$1.3M,None,None,None,None,None,None,None,None,None,$1.3M,,,,,,,,,,,,,,,,
"749 Monroe St,",Santa Clara,CA,95050,None,None,None,None,None,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,None,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"689 Robin Dr,",Santa Clara,CA,95050,None,None,None,None,None,$749K,$749K,$693.6K,$706.9K,$716.2K,$722.4K,$706.4K,$716.3K,$700.8K,$701K,$728.2K,$690K,$699.3K,$695.9K,$682.1K,$622.2K,$622.4K,$652.4K,$645K,$641.9K,$668.8K,$668.8K,$678.3K,$690.7K,$724.1K,$712.6K,$734.6K,$758.4K,$783.7K,$808.6K,$804.2K,$859.3K,$865.1K,$873.8K,$874K,$878.3K,$886.5K,$893.2K,$843.9K,$838.8K,$838.8K,$848.5K,$834.2K,$869.1K,$884.5K,$894.1K,$904.8K,$911.8K,$904.4K,$916.7K,$925.4K,$945.8K,$953.3K,$963.6K,$974.7K,$1M,$1.1M,$1.1M,$1.1M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.1M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.4M,$1.5M,$1.5M,$1.5M,$1.6M,$1.7M,$1.7M,$1.7M,$1.7M,$1.6M,$1.6M,$1.6M,$1.5M,$1.5M,$1.5M,$1.5M,$1.4M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.4M,$1.4M,$1.5M,$1.6M,None,$1.6M,$1.6M,$1.6M,$1.6M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,None,$1.5M,None,None,None,None,None,None,None,None,None,$1.6M,,,,,,,,,,,,,,,,
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"2199 Avenida De Las Flores,",Santa Clara,CA,95054,None,None,None,None,None,$535.3K,$535.3K,$514.8K,$518.1K,$525.8K,$508.4K,$498K,$506.3K,$502.8K,$489K,$492.8K,$496.3K,$503.4K,$509.1K,$503.3K,$482.5K,$476.5K,$485.7K,$471.1K,$463.5K,$474.3K,$474.3K,$490K,$499.7K,$513.3K,$515.9K,$510.5K,$519K,$517.8K,$528.4K,$552.7K,$567K,$580.5K,$592.8K,$621.1K,$635.5K,$644.3K,$672.4K,$717.9K,$711K,$711K,$710.8K,$707.4K,$707.3K,$723.7K,$732.7K,$744.9K,$744.9K,$721.6K,$719K,$734.3K,$757.6K,$758.4K,$771K,$790.1K,$792.7K,$798.8K,$812.5K,$809.2K,$885.4K,$891.6K,$891.6K,$870K,$891.2K,$900.9K,$900K,$876.6K,$881.6K,$900.5K,$895.7K,$947.7K,$923.5K,$931.8K,$963.2K,$959.8K,$950.5K,$969.3K,$990.8K,$1M,$1M,$1M,$1M,$1M,$1M,$1M,$1M,$1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.2M,$1.2M,$1.2M,$1.3M,$1.3M,$1.4M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.2M,$1.2M,$1.2M,$1.2M,$1.3M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.3M,$1.3M,None,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,None,$1.3M,None,None,None,None,None,None,None,None,None,$1.3M,,,,,,,,,,,,,,,,
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,
"942 Pomeroy Ave,",Santa Clara,CA,95051,None,None,None,None,None,$737.9K,$737.9K,$722.9K,$736.5K,$739.1K,$725K,$712.9K,$707.8K,$690.1K,$682.9K,$680.7K,$679.9K,$704.9K,$706.2K,$685.3K,$674.8K,$655.1K,$674.8K,$666.2K,$668.9K,$693.9K,$693.9K,$688.3K,$697.6K,$722.8K,$716.2K,$738.2K,$743.6K,$705.9K,$728.9K,$802.7K,$819.2K,$817.6K,$843.1K,$866K,$870.4K,$883.4K,$858.2K,$844.9K,$840.5K,$840.5K,$848.5K,$829.8K,$842.2K,$870.9K,$874.6K,$879.2K,$880K,$886.8K,$881.2K,$896.9K,$910.9K,$970.8K,$1M,$1M,$960.5K,$1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.2M,$1.2M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.2M,$1.2M,$1.1M,$1.2M,$1.2M,$1.2M,$1.2M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.4M,$1.4M,$1.3M,$1.3M,$1.4M,$1.4M,$1.5M,$1.5M,$1.5M,$1.6M,$1.7M,$1.7M,$1.7M,$1.7M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.7M,$1.7M,$1.7M,$1.7M,$1.6M,$1.6M,$1.6M,$1.6M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.6M,None,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,None,$1.6M,None,None,None,None,None,None,None,None,None,$1.6M,,,,,,,,,,,,,,,,
"3287 Kifer Rd # 111,",Santa Clara,CA,95051,None,None,None,None,None,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,None,None,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,
"3578 Rambla Pl UNIT 521,",Santa Clara,CA,95054,None,None,None,None,None,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,None,None,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,
"2459 Moraine Dr,",Santa Clara,CA,95051,None,None,None,None,None,$501.7K,$501.7K,$498.4K,$503.4K,$494.3K,$488.9K,$473.7K,$466.3K,None,$449.2K,$442.6K,$425.6K,$438.9K,$435.1K,$443.7K,$435.6K,$445K,$434.6K,$434.6K,$427.7K,$447.6K,$449K,$445.7K,$449.6K,$448.9K,$462K,$475.3K,$481.9K,$479.8K,$478.5K,$494.8K,$502.2K,$531.8K,$554.3K,$602.6K,$602.6K,$630.7K,$650K,$649.8K,$641K,$640K,$648.5K,$639.3K,$702.1K,$692.1K,$689.8K,$676.6K,$680.7K,$667.5K,$678.5K,$669.8K,$670.9K,$670.9K,$666.4K,$690.3K,$695.3K,$718.4K,$721.2K,$736.1K,$715.6K,$742.4K,$755.5K,$760.5K,$806.4K,$830.5K,$848.6K,$861K,$846.8K,$838.6K,$838.6K,$856.7K,$890.7K,$865.8K,$866.4K,$877.5K,$881.3K,$887.8K,$886.2K,$898.2K,$900.2K,$913.3K,$916.7K,$931.5K,$946.7K,$975.7K,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.2M,$1.2M,$1.2M,$1.3M,$1.3M,None,None,None,$1.3M,None,None,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.2M,None,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,
